PR_id,request_by,approved_by,merged_by
#5815,luke-jr,,
#5813,rnicoll,,laanwj
#5812,jtimon,,laanwj
#5811,evoskuil,,
#5810,theuni,,
#5809,Ciemon,,
#5807,gmaxwell,,laanwj
#5804,theuni,,
#5803,TheBlueMatt,,laanwj
#5801,fanquake,,laanwj
#5799,shaulkf,,laanwj
#5793,Diapolo,,laanwj
#5792,ethernomad,,sipa
#5790,theuni,,laanwj
#5788,ghost,,
#5787,fanquake,,laanwj
#5784,sdaftuar,,laanwj
#5781,fsb4000,,
#5780,theuni,,laanwj
#5777,ghost,,
#5776,Diapolo,,laanwj
#5775,Diapolo,,laanwj
#5774,RHavar,,
#5773,charlescharles,,
#5772,ghost,,
#5771,luke-jr,,laanwj
#5770,gmaxwell,,laanwj
#5769,jtimon,,
#5768,jtimon,,
#5765,sipa,,laanwj
#5764,jonasschnelli,,laanwj
#5762,sipa,,laanwj
#5760,mwleeds,,
#5758,jonasschnelli,,
#5757,sipa,,
#5756,sdaftuar,,laanwj
#5755,morcos,,laanwj
#5754,jonasschnelli,,laanwj
#5753,jonasschnelli,,laanwj
#5752,jonasschnelli,,
#5751,Diapolo,,
#5750,Diapolo,,
#5749,lucayepa,,laanwj
#5747,jtimon,,
#5745,jonasschnelli,,laanwj
#5744,jonasschnelli,,
#5743,sipa,,
#5740,luke-jr,,laanwj
#5739,shaulkf,,laanwj
#5736,sandakersmann,,
#5735,mhchia,,
#5734,lucayepa,,
#5733,wtogami,,
#5732,daira,,laanwj
#5731,theuni,,laanwj
#5730,bikinibabe,,
#5729,Diapolo,,laanwj
#5727,daira,,
#5723,Diapolo,,
#5721,sdaftuar,,laanwj
#5720,fsb4000,,laanwj
#5719,sipa,,laanwj
#5718,wtogami,,
#5717,laanwj,,
#5714,sipa,,laanwj
#5713,sipa,,laanwj
#5711,laanwj,,laanwj
#5710,laanwj,,sipa
#5709,jtimon,,
#5708,sipa,,laanwj
#5707,Earlz,,laanwj
#5706,fsb4000,,laanwj
#5705,luke-jr,,
#5704,yzb1019,,
#5702,UdjinM6,,
#5701,eduffield222,,
#5700,fsb4000,,laanwj
#5699,domob1812,,laanwj
#5697,jtimon,,laanwj
#5696,jtimon,,laanwj
#5695,fanquake,,laanwj
#5694,Diapolo,,laanwj
#5692,posita,,
#5689,theuni,,laanwj
#5688,randy-waterhouse,,laanwj
#5686,jonasschnelli,,
#5684,theuni,,laanwj
#5683,jonasschnelli,,laanwj
#5681,jtimon,,laanwj
#5680,luke-jr,,
#5679,laanwj,,laanwj
#5677,laanwj,,
#5675,morcos,,laanwj
#5674,gmaxwell,,laanwj
#5673,Diapolo,,
#5671,theuni,,laanwj
#5669,jtimon,,laanwj
#5666,Diapolo,,laanwj
#5665,Diapolo,,jgarzik
#5662,sdaftuar,,laanwj
#5658,dvitas,,
#5656,fanquake,,laanwj
#5655,gmaxwell,,laanwj
#5654,jonasschnelli,,laanwj
#5652,jtimon,,
#5651,luke-jr,,laanwj
#5649,luke-jr,,laanwj
#5648,jtimon,,laanwj
#5647,gmaxwell,,laanwj
#5644,Michagogo,,laanwj
#5643,wxgj2001,,
#5642,Diapolo,,laanwj
#5640,laanwj,,laanwj
#5637,Diapolo,,laanwj
#5636,Diapolo,,laanwj
#5634,theuni,,gmaxwell
#5632,jonasschnelli,,
#5629,Diapolo,,laanwj
#5628,jonasschnelli,,laanwj
#5627,petertodd,,laanwj
#5626,jonasschnelli,,laanwj
#5623,btcdrak,,laanwj
#5621,gmaxwell,,
#5620,Diapolo,,laanwj
#5619,sipa,,laanwj
#5618,luke-jr,,
#5617,laanwj,,laanwj
#5616,Diapolo,,
#5615,shaulkf,,
#5614,paveljanik,,
#5613,sdaftuar,,laanwj
#5612,jonasschnelli,,laanwj
#5611,theuni,,laanwj
#5608,sipa,,laanwj
#5607,midnightmagic,,
#5606,btcdrak,,
#5604,theuni,,laanwj
#5603,sipa,,laanwj
#5602,paveljanik,,
#5600,petertodd,,laanwj
#5599,jtimon,,laanwj
#5598,jtimon,,laanwj
#5597,sipa,,laanwj
#5595,jtimon,,
#5594,luke-jr,,laanwj
#5593,chulini,,
#5591,BTCTaras,,
#5590,johnathanmartin,,
#5589,luke-jr,,laanwj
#5587,SoCoCpp,,
#5586,theuni,,laanwj
#5585,paveljanik,,
#5583,Diapolo,,laanwj
#5582,theuni,,laanwj
#5581,welshjf,,
#5580,luke-jr,,laanwj
#5578,paveljanik,,jgarzik
#5576,luke-jr,,laanwj
#5575,luke-jr,,laanwj
#5574,luke-jr,,laanwj
#5573,fanquake,,
#5571,fanquake,,laanwj
#5569,theuni,,laanwj
#5566,blrhc,,laanwj
#5565,theuni,,laanwj
#5564,x-rat4-x,,laanwj
#5562,sipa,,
#5561,jonasschnelli,,
#5559,zander,,laanwj
#5558,zander,,laanwj
#5557,zander,,
#5556,cozz,,
#5554,jyap808,,laanwj
#5551,luke-jr,,laanwj
#5549,ghost,,
#5548,jonasschnelli,,laanwj
#5547,jonasschnelli,,laanwj
#5546,jonasschnelli,,laanwj
#5545,gmaxwell,,laanwj
#5544,Diapolo,,
#5543,fanquake,,
#5542,luke-jr,,laanwj
#5541,petertodd,,laanwj
#5540,gmaxwell,,sipa
#5537,sipa,,
#5536,theuni,,laanwj
#5535,sipa,,laanwj
#5534,luke-jr,,
#5533,luke-jr,,laanwj
#5532,sipa,,laanwj
#5531,sipa,,laanwj
#5530,heyrhett,,laanwj
#5529,heyrhett,,
#5528,ers35,,jgarzik
#5527,Michagogo,,
#5525,paveljanik,,
#5524,kanzure,,
#5523,jlopp,,laanwj
#5522,esotericnonsense,,
#5521,petertodd,,laanwj
#5520,paveljanik,,laanwj
#5519,sandakersmann,,
#5518,fanquake,,laanwj
#5517,laanwj,,laanwj
#5516,paveljanik,,
#5515,TheBlueMatt,,laanwj
#5514,theuni,,laanwj
#5513,theuni,,laanwj
#5512,theuni,,laanwj
#5511,dexX7,,laanwj
#5510,laanwj,,laanwj
#5509,theuni,,laanwj
#5508,ghost,,sipa
#5507,ajweiss,,laanwj
#5506,sipa,,laanwj
#5505,paveljanik,,laanwj
#5504,jonasschnelli,,laanwj
#5503,jonasschnelli,,
#5502,Diapolo,,
#5501,laanwj,,laanwj
#5500,fanquake,,laanwj
#5499,luke-jr,,laanwj
#5497,paveljanik,,
#5496,petertodd,,
#5494,sandakersmann,,
#5493,luke-jr,,
#5492,jonasschnelli,,
#5491,maraoz,,
#5490,laanwj,,laanwj
#5489,jonasschnelli,,
#5488,jonasschnelli,,laanwj
#5487,jonasschnelli,,laanwj
#5486,jonasschnelli,,laanwj
#5485,gmaxwell,,laanwj
#5484,domob1812,,laanwj
#5483,TheBlueMatt,,
#5482,maraoz,,laanwj
#5481,gmaxwell,,laanwj
#5480,theuni,,
#5479,paveljanik,,
#5478,laanwj,,
#5477,paveljanik,,laanwj
#5476,paveljanik,,laanwj
#5475,s0br,,
#5474,vstcygan,,
#5473,will123195,,
#5471,btcdrak,,laanwj
#5470,fanquake,,laanwj
#5469,fanquake,,
#5468,fanquake,,jgarzik
#5467,Diapolo,,laanwj
#5466,Diapolo,,
#5465,theuni,,laanwj
#5464,jtimon,,
#5463,ajweiss,,
#5461,paveljanik,,laanwj
#5459,sipa,,laanwj
#5458,theuni,,
#5457,sipa,,laanwj
#5455,mxlian,,
#5453,jonasschnelli,,laanwj
#5452,Diapolo,,
#5451,sipa,,
#5450,Diapolo,,
#5449,laanwj,,laanwj
#5448,rustyrussell,,
#5446,jtimon,,
#5445,sipa,,
#5444,sipa,,laanwj
#5443,rustyrussell,,
#5442,ivanpustogarov,,laanwj
#5441,btcdrak,,
#5440,Michagogo,,laanwj
#5439,sipa,,
#5438,Diapolo,,laanwj
#5437,Diapolo,,
#5436,jonasschnelli,,laanwj
#5435,paveljanik,,laanwj
#5434,gmaxwell,,laanwj
#5433,TheBlueMatt,,
#5432,TheBlueMatt,,gavinandresen
#5431,sipa,,
#5430,jtimon,,
#5429,sipa,,sipa
#5427,mrbandrews,,
#5425,sipa,,laanwj
#5424,blakejakopovic,,
#5422,TheBlueMatt,,
#5421,petertodd,,laanwj
#5420,jonasschnelli,,laanwj
#5419,sipa,,laanwj
#5418,sipa,,laanwj
#5417,LongShao007,,laanwj
#5416,luke-jr,,
#5415,laanwj,,
#5414,luke-jr,,
#5413,blakejakopovic,,laanwj
#5411,cozz,,
#5410,Diapolo,,
#5409,ryanxcharles,,laanwj
#5408,laanwj,,laanwj
#5407,gavinandresen,,laanwj
#5406,gmaxwell,,laanwj
#5404,paveljanik,,
#5403,fanquake,,laanwj
#5402,jtimon,,
#5401,sipa,,sipa
#5400,sipa,,laanwj
#5399,paveljanik,,laanwj
#5398,luke-jr,,laanwj
#5396,paveljanik,,
#5395,paveljanik,,laanwj
#5394,sipa,,laanwj
#5393,paveljanik,,
#5392,mruddy,,
#5391,jonasschnelli,,laanwj
#5390,cozz,,laanwj
#5389,cozz,,
#5388,ghost,,laanwj
#5387,sipa,,
#5386,sipa,,laanwj
#5385,sipa,,laanwj
#5384,TheBlueMatt,,laanwj
#5382,sipa,,
#5379,jonasschnelli,,laanwj
#5376,jonasschnelli,,laanwj
#5374,paveljanik,,laanwj
#5371,theuni,,laanwj
#5370,theuni,,laanwj
#5369,gavinandresen,,gavinandresen
#5368,gavinandresen,,
#5367,sipa,,laanwj
#5366,fanquake,,laanwj
#5365,paveljanik,,sipa
#5363,theuni,,laanwj
#5362,theuni,,laanwj
#5361,theuni,,laanwj
#5360,heath,,laanwj
#5358,gmaxwell,,laanwj
#5357,sipa,,sipa
#5356,dexX7,,laanwj
#5354,heath,,
#5351,paveljanik,,laanwj
#5350,paveljanik,,gmaxwell
#5349,sipa,,laanwj
#5348,x-rat4-x,,gmaxwell
#5347,TheBlueMatt,,
#5345,luke-jr,,
#5344,jonasschnelli,,
#5341,Diapolo,,laanwj
#5340,paveljanik,,laanwj
#5337,fanquake,,
#5335,sdaftuar,,gavinandresen
#5334,luke-jr,,laanwj
#5333,mrbandrews,,laanwj
#5332,theuni,,laanwj
#5329,jonasschnelli,,laanwj
#5328,jgraef,,
#5327,sipa,,
#5326,jonasschnelli,,laanwj
#5325,fanquake,,
#5324,fanquake,,laanwj
#5323,Diapolo,,laanwj
#5322,Diapolo,,laanwj
#5321,sipa,,laanwj
#5320,laanwj,,laanwj
#5319,domob1812,,laanwj
#5318,gwillen,,laanwj
#5317,gavinandresen,,laanwj
#5316,sipa,,laanwj
#5314,jonasschnelli,,
#5313,sipa,,laanwj
#5310,paveljanik,,
#5309,Diapolo,,laanwj
#5308,imharrywu,,laanwj
#5307,sipa,,
#5306,luke-jr,,laanwj
#5303,jgarzik,,
#5302,sipa,,
#5301,sipa,,jgarzik
#5300,jonasschnelli,,laanwj
#5298,TheBlueMatt,,
#5297,theuni,,sipa
#5296,jonasschnelli,,laanwj
#5294,imharrywu,,
#5293,fanquake,,laanwj
#5292,fanquake,,laanwj
#5291,roques,,laanwj
#5290,luke-jr,,laanwj
#5289,fanquake,,laanwj
#5288,Krellan,,laanwj
#5287,cozz,,laanwj
#5286,Flavien,,
#5285,ghost,,
#5282,kanzure,,laanwj
#5281,kanzure,,
#5280,gavinandresen,,gavinandresen
#5279,jonasschnelli,,laanwj
#5276,ddustin,,
#5275,gavinandresen,,gavinandresen
#5273,Diapolo,,laanwj
#5272,Diapolo,,laanwj
#5270,domob1812,,laanwj
#5269,domob1812,,
#5268,theuni,,laanwj
#5267,TheBlueMatt,,laanwj
#5266,jonasschnelli,,
#5264,mruddy,,laanwj
#5261,sinetek,,
#5259,sipa,,
#5258,jonasschnelli,,laanwj
#5257,sipa,,
#5256,sipa,,sipa
#5255,jonasschnelli,,
#5253,petertodd,,laanwj
#5252,fanquake,,laanwj
#5251,jtimon,,
#5249,sinetek,,sipa
#5248,sandakersmann,,
#5247,sipa,,laanwj
#5246,sinetek,,laanwj
#5245,sinetek,,
#5243,TheBlueMatt,,laanwj
#5242,sandakersmann,,
#5241,sipa,,laanwj
#5240,dexX7,,laanwj
#5239,laanwj,,laanwj
#5238,jtimon,,
#5237,domob1812,,laanwj
#5236,koharjidan,,
#5235,theuni,,laanwj
#5234,randy-waterhouse,,laanwj
#5232,ENikS,,laanwj
#5231,luke-jr,,
#5230,jtimon,,
#5229,jtimon,,
#5228,jonasschnelli,,
#5227,sipa,,laanwj
#5226,jonasschnelli,,
#5225,sandakersmann,,
#5224,sipa,,laanwj
#5223,sipa,,sipa
#5222,sinetek,,
#5221,sipa,,sipa
#5220,sipa,,laanwj
#5219,jonasschnelli,,laanwj
#5218,jonasschnelli,,laanwj
#5217,Elbandi,,
#5216,Diapolo,,laanwj
#5215,jonasschnelli,,laanwj
#5214,randy-waterhouse,,laanwj
#5213,theuni,,laanwj
#5212,theuni,,laanwj
#5211,sandakersmann,,
#5210,sipa,,sipa
#5209,cozz,,laanwj
#5208,sipa,,sipa
#5207,mruddy,,laanwj
#5206,apoelstra,,
#5205,Diapolo,,sipa
#5203,mruddy,,laanwj
#5201,sipa,,gavinandresen
#5200,cozz,,laanwj
#5199,TheBlueMatt,,laanwj
#5198,fanquake,,laanwj
#5196,paveljanik,,laanwj
#5195,paveljanik,,
#5194,ghost,,
#5193,nottombrown,,
#5192,domob1812,,
#5191,ghost,,sipa
#5190,ghost,,
#5188,theuni,,
#5187,pirapira,,sipa
#5186,Diapolo,,laanwj
#5185,theuni,,laanwj
#5184,fanquake,,
#5183,fanquake,,
#5182,fanquake,,
#5181,TheBlueMatt,,laanwj
#5180,jtimon,,
#5179,dajohi,,
#5176,Diapolo,,laanwj
#5174,fanquake,,laanwj
#5173,TheBlueMatt,,laanwj
#5172,TheBlueMatt,,laanwj
#5171,jtimon,,
#5170,jtimon,,laanwj
#5169,laanwj,,laanwj
#5168,laanwj,,laanwj
#5167,TheBlueMatt,,laanwj
#5166,microcai,,
#5164,theuni,,laanwj
#5162,theuni,,laanwj
#5161,gmaxwell,,laanwj
#5159,morcos,,laanwj
#5158,rdponticelli,,laanwj
#5157,sipa,,laanwj
#5155,gavinandresen,,
#5154,ghost,,laanwj
#5153,jtimon,,
#5152,DomT4,,
#5151,theuni,,sipa
#5149,TheBlueMatt,,laanwj
#5148,fanquake,,laanwj
#5146,fanquake,,laanwj
#5145,fanquake,,laanwj
#5144,luke-jr,,laanwj
#5143,sipa,,laanwj
#5142,fanquake,,laanwj
#5141,rebroad,,
#5139,gavinandresen,,gavinandresen
#5137,gavinandresen,,gavinandresen
#5135,domob1812,,gavinandresen
#5134,dexX7,,laanwj
#5133,laanwj,,gavinandresen
#5132,domob1812,,gavinandresen
#5131,fanquake,,laanwj
#5128,theuni,,gavinandresen
#5125,XNicON,,
#5123,rebroad,,
#5122,rebroad,,
#5121,fanquake,,laanwj
#5119,theuni,,sipa
#5118,theuni,,sipa
#5117,cozz,,laanwj
#5116,DomT4,,laanwj
#5115,laanwj,,laanwj
#5114,jtimon,,
#5112,jtimon,,laanwj
#5111,jtimon,,jgarzik
#5110,randy-waterhouse,,laanwj
#5108,laanwj,,laanwj
#5107,CodeShark,,
#5106,luke-jr,,laanwj
#5105,sipa,,laanwj
#5104,ghost,,laanwj
#5103,luke-jr,,laanwj
#5102,timohanke,,
#5100,jtimon,,sipa
#5099,rebroad,,
#5098,fanquake,,laanwj
#5096,jtimon,,sipa
#5095,maaku,,laanwj
#5093,sipa,,sipa
#5092,fanquake,,laanwj
#5091,sipa,,
#5090,luke-jr,,
#5089,rdponticelli,,
#5088,TheBlueMatt,,
#5087,panlilu,,
#5086,theuni,,laanwj
#5085,luke-jr,,
#5084,chjj,,
#5082,theuni,,sipa
#5081,theuni,,
#5080,lukem512,,sipa
#5079,petertodd,,
#5078,luke-jr,,
#5077,luke-jr,,laanwj
#5076,luke-jr,,laanwj
#5075,jgarzik,,
#5074,theuni,,laanwj
#5073,theuni,,laanwj
#5072,luke-jr,,laanwj
#5071,luke-jr,,
#5067,Diapolo,,
#5066,laanwj,,
#5065,sipa,,laanwj
#5063,DomT4,,
#5061,prodigeinfo,,
#5060,prodigeinfo,,
#5059,gavinandresen,,gavinandresen
#5058,whitj00,,
#5057,laanwj,,
#5056,whitj00,,
#5055,sipa,,laanwj
#5054,jtimon,,
#5053,DomT4,,laanwj
#5051,laanwj,,laanwj
#5050,laanwj,,laanwj
#5049,Diapolo,,sipa
#5048,cozz,,
#5047,cozz,,laanwj
#5045,whitj00,,
#5044,whitj00,,
#5043,tinybike,,
#5042,ghost,,
#5041,fanquake,,laanwj
#5040,theuni,,
#5039,theuni,,laanwj
#5038,luke-jr,,laanwj
#5036,laanwj,,laanwj
#5035,TheBlueMatt,,laanwj
#5034,theuni,,laanwj
#5032,Diapolo,,laanwj
#5031,Diapolo,,laanwj
#5030,laanwj,,laanwj
#5027,sipa,,laanwj
#5026,theuni,,gavinandresen
#5025,theuni,,laanwj
#5024,gavinandresen,,gavinandresen
#5023,theuni,,laanwj
#5022,Diapolo,,laanwj
#5020,whitj00,,
#5019,rcwilkes,,
#5018,jl2035,,laanwj
#5017,jtimon,,laanwj
#5015,theuni,,gavinandresen
#5014,theuni,,laanwj
#5013,sipa,,
#5012,sipa,,
#5011,sipa,,
#5010,whitj00,,
#5009,sipa,,
#5008,whitj00,,laanwj
#5007,domob1812,,laanwj
#5006,TheBlueMatt,,gavinandresen
#5005,theuni,,laanwj
#5004,sipa,,sipa
#5003,sipa,,sipa
#5000,petertodd,,sipa
#4999,sinetek,,laanwj
#4996,Diapolo,,sipa
#4995,imharrywu,,
#4994,jtimon,,laanwj
#4991,saivann,,laanwj
#4990,Diapolo,,sipa
#4989,jtimon,,
#4988,sipa,,laanwj
#4987,TheBlueMatt,,laanwj
#4986,theuni,,sipa
#4985,ericshawlinux,,
#4984,ENikS,,
#4983,laanwj,,sipa
#4982,Diapolo,,laanwj
#4981,theuni,,laanwj
#4980,Diapolo,,sipa
#4979,Diapolo,,laanwj
#4978,Diapolo,,laanwj
#4977,sipa,,sipa
#4976,theuni,,laanwj
#4974,ericshawlinux,,sipa
#4973,ericshawlinux,,
#4970,theuni,,laanwj
#4969,ENikS,,laanwj
#4968,ENikS,,
#4967,ENikS,,laanwj
#4966,ENikS,,laanwj
#4965,ENikS,,
#4964,petertodd,,jgarzik
#4963,randy-waterhouse,,
#4962,ENikS,,
#4961,Spacefish,,
#4960,sipa,,sipa
#4959,Diapolo,,laanwj
#4958,Diapolo,,laanwj
#4957,Diapolo,,
#4956,AlexJeng,,
#4955,ENikS,,sipa
#4954,aalness,,laanwj
#4952,petertodd,,laanwj
#4951,laanwj,,laanwj
#4950,laanwj,,laanwj
#4949,sipa,,laanwj
#4947,ENikS,,laanwj
#4946,theuni,,laanwj
#4944,ENikS,,sipa
#4942,laanwj,,laanwj
#4941,laanwj,,laanwj
#4940,laanwj,,laanwj
#4939,laanwj,,laanwj
#4938,cozz,,
#4937,cozz,,laanwj
#4936,imharrywu,,laanwj
#4934,theuni,,
#4933,sipa,,sipa
#4932,theuni,,gavinandresen
#4931,Diapolo,,laanwj
#4930,Diapolo,,laanwj
#4929,wtogami,,
#4928,imharrywu,,sipa
#4927,Diapolo,,sipa
#4926,sipa,,sipa
#4925,sipa,,
#4922,rebroad,,
#4921,rebroad,,
#4919,luke-jr,,laanwj
#4917,rebroad,,
#4916,nickodell,,
#4914,jgarzik,,
#4913,malleor,,
#4912,Diapolo,,
#4911,Diapolo,,sipa
#4909,luke-jr,,jgarzik
#4906,Xekyo,,laanwj
#4903,sipa,,sipa
#4902,mcelrath,,
#4899,sipa,,laanwj
#4898,kdomanski,,
#4896,sdaftuar,,laanwj
#4892,ajweiss,,laanwj
#4891,kostaz,,
#4890,sipa,,laanwj
#4887,rebroad,,sipa
#4885,gavinandresen,,laanwj
#4883,laanwj,,
#4882,Diapolo,,sipa
#4881,Diapolo,,sipa
#4880,laanwj,,
#4879,Diapolo,,
#4878,laanwj,,laanwj
#4876,sipa,,sipa
#4875,sdaftuar,,sipa
#4874,theuni,,laanwj
#4873,laanwj,,laanwj
#4871,Diapolo,,
#4869,laanwj,,laanwj
#4868,laanwj,,sipa
#4867,laanwj,,laanwj
#4865,petertodd,,sipa
#4863,bencxr,,laanwj
#4862,schildbach,,laanwj
#4860,freddiecoleman,,
#4857,himynameismartin,,
#4856,ENikS,,
#4855,himynameismartin,,
#4853,Diapolo,,laanwj
#4852,Diapolo,,laanwj
#4851,laanwj,,sipa
#4850,Diapolo,,laanwj
#4849,Diapolo,,sipa
#4848,rebroad,,
#4846,rebroad,,
#4845,SergioDemianLerner,,
#4843,theuni,,laanwj
#4842,himynameismartin,,laanwj
#4839,rebroad,,laanwj
#4838,sipa,,sipa
#4837,theuni,,
#4836,morcos,,gavinandresen
#4835,sipa,,sipa
#4834,sipa,,sipa
#4833,laanwj,,laanwj
#4832,TheBlueMatt,,
#4831,laanwj,,
#4830,TheBlueMatt,,
#4829,rebroad,,
#4828,rebroad,,
#4827,rebroad,,
#4825,ENikS,,sipa
#4824,ENikS,,
#4823,ENikS,,
#4822,sipa,,sipa
#4821,ENikS,,
#4820,sipa,,sipa
#4817,morcos,,sipa
#4816,laanwj,,
#4815,rebroad,,
#4814,rebroad,,
#4813,rebroad,,
#4812,jtimon,,sipa
#4811,ENikS,,
#4810,ENikS,,laanwj
#4809,jtimon,,
#4808,sipa,,sipa
#4805,cozz,,laanwj
#4804,jtimon,,laanwj
#4803,jtimon,,
#4802,jtimon,,laanwj
#4801,jtimon,,
#4800,cozz,,
#4798,cozz,,laanwj
#4796,jtimon,,sipa
#4795,jgarzik,,
#4794,jtimon,,
#4793,jtimon,,
#4790,pstratem,,laanwj
#4789,sipa,,laanwj
#4788,jtimon,,jgarzik
#4787,domob1812,,laanwj
#4784,Diapolo,,
#4783,Diapolo,,laanwj
#4782,Diapolo,,laanwj
#4781,Diapolo,,sipa
#4780,Diapolo,,laanwj
#4779,Diapolo,,laanwj
#4778,laanwj,,jgarzik
#4777,laanwj,,laanwj
#4776,laanwj,,laanwj
#4775,jtimon,,
#4772,jtimon,,laanwj
#4770,mikehearn,,
#4769,jrick,,
#4768,laanwj,,laanwj
#4767,theuni,,laanwj
#4766,randy-waterhouse,,laanwj
#4765,randy-waterhouse,,laanwj
#4764,sipa,,sipa
#4763,petertodd,,sipa
#4762,jgarzik,,
#4758,theuni,,gavinandresen
#4757,jgarzik,,jgarzik
#4755,jtimon,,
#4754,jtimon,,
#4753,DomT4,,laanwj
#4752,theuni,,laanwj
#4751,fanquake,,
#4749,theuni,,laanwj
#4748,laanwj,,sipa
#4744,jgarzik,,jgarzik
#4740,rktoomey,,laanwj
#4739,elichai,,laanwj
#4738,jgarzik,,
#4737,kdomanski,,sipa
#4736,fanquake,,laanwj
#4735,laanwj,,laanwj
#4733,jgarzik,,jgarzik
#4732,SergioDemianLerner,,
#4731,gavinandresen,,laanwj
#4730,jgarzik,,jgarzik
#4729,bitcoinsSG,,
#4728,laanwj,,gavinandresen
#4727,theuni,,laanwj
#4726,luke-jr,,
#4725,theuni,,laanwj
#4724,ghost,,
#4723,ivanpustogarov,,
#4722,laanwj,,
#4719,randy-waterhouse,,
#4718,laanwj,,laanwj
#4717,cozz,,gavinandresen
#4716,cozz,,laanwj
#4715,jgarzik,,jgarzik
#4714,isghe,,
#4713,4tar,,
#4712,cozz,,laanwj
#4711,randy-waterhouse,,laanwj
#4710,theuni,,laanwj
#4709,theuni,,laanwj
#4707,randy-waterhouse,,laanwj
#4706,kdomanski,,laanwj
#4704,theuni,,laanwj
#4702,cozz,,
#4701,rdponticelli,,
#4700,laanwj,,
#4699,DomT4,,
#4698,jtimon,,
#4697,cozz,,laanwj
#4696,theuni,,laanwj
#4695,jtimon,,
#4694,jtimon,,
#4692,TheBlueMatt,,
#4691,hahahafr,,
#4690,jgarzik,,
#4689,theuni,,
#4688,SergioDemianLerner,,
#4687,ivanpustogarov,,
#4686,rmckay,,
#4684,laanwj,,
#4683,sipa,,sipa
#4682,laanwj,,laanwj
#4681,jtimon,,laanwj
#4680,jtimon,,laanwj
#4678,ntrgn,,
#4675,laanwj,,laanwj
#4674,jtimon,,
#4673,cozz,,laanwj
#4672,Diapolo,,laanwj
#4671,TheBlueMatt,,laanwj
#4670,TheBlueMatt,,laanwj
#4668,cozz,,laanwj
#4667,Diapolo,,laanwj
#4666,Derek701,,laanwj
#4665,whitj00,,
#4664,theuni,,laanwj
#4663,theuni,,laanwj
#4662,jgarzik,,
#4661,jgarzik,,
#4659,Diapolo,,laanwj
#4657,jgarzik,,
#4656,rnicoll,,laanwj
#4655,sipa,,laanwj
#4654,ntrgn,,laanwj
#4653,blrhc,,jgarzik
#4652,blrhc,,
#4651,blrhc,,
#4650,kostaz,,
#4649,Diapolo,,laanwj
#4648,fanquake,,
#4647,nuggetbram,,
#4646,jgarzik,,
#4645,theuni,,laanwj
#4643,theuni,,laanwj
#4641,laanwj,,
#4640,laanwj,,laanwj
#4638,jgarzik,,laanwj
#4637,blrhc,,
#4636,Diapolo,,laanwj
#4635,laanwj,,laanwj
#4633,ntrgn,,
#4632,jgarzik,,jgarzik
#4631,Diapolo,,laanwj
#4629,Diapolo,,laanwj
#4627,Diapolo,,laanwj
#4626,laanwj,,laanwj
#4624,jgarzik,,jgarzik
#4623,rnicoll,,laanwj
#4622,rnicoll,,laanwj
#4619,pryds,,
#4618,sipa,,sipa
#4617,jtimon,,jgarzik
#4616,Diapolo,,
#4615,Diapolo,,laanwj
#4614,jtimon,,
#4613,jtimon,,
#4612,theuni,,laanwj
#4611,ajweiss,,laanwj
#4610,laanwj,,laanwj
#4608,jgarzik,,
#4606,droark,,laanwj
#4605,laanwj,,laanwj
#4603,jtimon,,laanwj
#4602,jgarzik,,laanwj
#4600,laanwj,,jgarzik
#4599,jgarzik,,
#4598,morcos,,laanwj
#4597,Diapolo,,laanwj
#4595,whitj00,,
#4594,jmcorgan,,
#4593,sipa,,laanwj
#4592,theuni,,laanwj
#4591,whitj00,,
#4590,whitj00,,
#4589,whitj00,,
#4588,kevinfuwenke,,
#4587,Diapolo,,laanwj
#4586,Diapolo,,laanwj
#4584,laanwj,,laanwj
#4582,laanwj,,laanwj
#4581,rebroad,,
#4579,paveljanik,,
#4578,paveljanik,,
#4577,aitorpazos,,laanwj
#4575,sipa,,laanwj
#4571,theuni,,laanwj
#4570,dgenr8,,
#4569,bitcoinland,,
#4568,dgenr8,,laanwj
#4567,Diapolo,,laanwj
#4566,laanwj,,laanwj
#4563,cozz,,laanwj
#4562,sipa,,
#4561,domob1812,,sipa
#4560,OttoAllmendinger,,laanwj
#4559,jgarzik,,laanwj
#4558,laanwj,,laanwj
#4557,elkingtowa,,laanwj
#4556,laanwj,,laanwj
#4555,jtimon,,laanwj
#4554,theuni,,laanwj
#4553,theuni,,laanwj
#4551,Diapolo,,laanwj
#4549,Diapolo,,laanwj
#4547,kazcw,,
#4546,sipa,,laanwj
#4544,kazcw,,
#4543,rebroad,,
#4542,kazcw,,
#4541,thofmann,,laanwj
#4539,cozz,,
#4536,domob1812,,sipa
#4535,gmaxwell,,laanwj
#4534,laanwj,,laanwj
#4533,kazcw,,laanwj
#4532,cozz,,
#4531,cozz,,laanwj
#4530,cozz,,laanwj
#4529,whitj00,,
#4528,whitj00,,laanwj
#4527,sipa,,
#4526,jprupp,,
#4525,tuttleorbuttle,,laanwj
#4524,laanwj,,laanwj
#4522,dgenr8,,gavinandresen
#4520,cozz,,laanwj
#4519,cozz,,laanwj
#4518,cozz,,laanwj
#4515,rdponticelli,,
#4514,sipa,,
#4513,zw,,laanwj
#4511,zw,,sipa
#4510,zw,,laanwj
#4508,sipa,,sipa
#4507,gmaxwell,,laanwj
#4506,jtimon,,
#4505,sipa,,laanwj
#4504,laanwj,,laanwj
